{'name': 'SKOTTERUD', 'description': 'Wooden base sprung mattress, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-wooden-base-sprung-mattress-medium-firm-dark-grey__0395435_pe562576_s5.jpg?f=xxs', 'price': '3 495', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STUVLAND', 'description': 'Wooden base sprung mattress, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stuvland-wooden-base-sprung-mattress-medium-firm-natural__0558976_pe665205_s5.jpg?f=xxs', 'price': '5 995', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STUVLAND', 'description': 'Wooden base sprung mattress, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stuvland-wooden-base-sprung-mattress-firm-natural__0558976_pe665205_s5.jpg?f=xxs', 'price': '5 995', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STUVLAND', 'description': 'Wooden base sprung mattress, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stuvland-wooden-base-sprung-mattress-medium-firm-natural__0558976_pe665205_s5.jpg?f=xxs', 'price': '7 995', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STUVLAND', 'description': 'Wooden base sprung mattress, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stuvland-wooden-base-sprung-mattress-firm-natural__0558974_pe665206_s5.jpg?f=xxs', 'price': '8 995', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STUVLAND', 'description': 'Wooden base sprung mattress, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stuvland-wooden-base-sprung-mattress-firm-natural__0558976_pe665205_s5.jpg?f=xxs', 'price': '7 995', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0536160_pe649874_s5.jpg?f=xxs', 'price': '8 790', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0396504_pe562831_s5.jpg?f=xxs', 'price': '8 790', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0536025_pe649771_s5.jpg?f=xxs', 'price': '7 450', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0396500_pe562828_s5.jpg?f=xxs', 'price': '7 490', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0536162_pe649902_s5.jpg?f=xxs', 'price': '6 890', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0536160_pe649874_s5.jpg?f=xxs', 'price': '8 790', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0536162_pe649902_s5.jpg?f=xxs', 'price': '6 390', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0536162_pe649902_s5.jpg?f=xxs', 'price': '7 490', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0536162_pe649902_s5.jpg?f=xxs', 'price': '6 890', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0396500_pe562828_s5.jpg?f=xxs', 'price': '6 390', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0535972_pe649737_s5.jpg?f=xxs', 'price': '7 450', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0536158_pe649885_s5.jpg?f=xxs', 'price': '13 385', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0535972_pe649737_s5.jpg?f=xxs', 'price': '7 450', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0536158_pe649885_s5.jpg?f=xxs', 'price': '13 385', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0536023_pe649769_s5.jpg?f=xxs', 'price': '9 234', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0536025_pe649771_s5.jpg?f=xxs', 'price': '6 850', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0536160_pe649874_s5.jpg?f=xxs', 'price': '9 274', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0535970_pe649735_s5.jpg?f=xxs', 'price': '8 750', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0536023_pe649769_s5.jpg?f=xxs', 'price': '8 750', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0396500_pe562828_s5.jpg?f=xxs', 'price': '6 390', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0535970_pe649735_s5.jpg?f=xxs', 'price': '9 234', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0535968_pe649733_s5.jpg?f=xxs', 'price': '13 305', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0536025_pe649771_s5.jpg?f=xxs', 'price': '6 350', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0536025_pe649771_s5.jpg?f=xxs', 'price': '6 350', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0396504_pe562831_s5.jpg?f=xxs', 'price': '9 274', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0396504_pe562831_s5.jpg?f=xxs', 'price': '8 790', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0536025_pe649771_s5.jpg?f=xxs', 'price': '7 450', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0536162_pe649902_s5.jpg?f=xxs', 'price': '6 390', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0535970_pe649735_s5.jpg?f=xxs', 'price': '8 750', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0535972_pe649737_s5.jpg?f=xxs', 'price': '6 850', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0536021_pe649767_s5.jpg?f=xxs', 'price': '13 305', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0536162_pe649902_s5.jpg?f=xxs', 'price': '7 490', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0396504_pe562831_s5.jpg?f=xxs', 'price': '9 274', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0396500_pe562828_s5.jpg?f=xxs', 'price': '6 890', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0535970_pe649735_s5.jpg?f=xxs', 'price': '9 234', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0535972_pe649737_s5.jpg?f=xxs', 'price': '6 350', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0535972_pe649737_s5.jpg?f=xxs', 'price': '6 350', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0536025_pe649771_s5.jpg?f=xxs', 'price': '6 850', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0396496_pe562396_s5.jpg?f=xxs', 'price': '13 385', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0396500_pe562828_s5.jpg?f=xxs', 'price': '6 890', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0535968_pe649733_s5.jpg?f=xxs', 'price': '13 305', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0536023_pe649769_s5.jpg?f=xxs', 'price': '8 750', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0396500_pe562828_s5.jpg?f=xxs', 'price': '7 490', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0396496_pe562396_s5.jpg?f=xxs', 'price': '13 385', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0535972_pe649737_s5.jpg?f=xxs', 'price': '6 850', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0536021_pe649767_s5.jpg?f=xxs', 'price': '13 305', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0536160_pe649874_s5.jpg?f=xxs', 'price': '9 274', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Wooden base sprung mattress, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-wooden-base-sprung-mattress-medium-firm-beige__0641891_pe700779_s5.jpg?f=xxs', 'price': '2 295', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Wooden base sprung mattress, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-wooden-base-sprung-mattress-medium-firm-beige__0641891_pe700779_s5.jpg?f=xxs', 'price': '2 895', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Wooden base sprung mattress, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-wooden-base-sprung-mattress-medium-firm-beige__0641891_pe700779_s5.jpg?f=xxs', 'price': '2 195', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Wooden base sprung mattress, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-wooden-base-sprung-mattress-medium-firm-beige__0641889_pe700777_s5.jpg?f=xxs', 'price': '3 495', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tustna-gunnared-beige__0794064_pe765490_s5.jpg?f=xxs', 'price': '12 524', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vatnestroem-firm-tistedal-gunnared-beige__0794064_pe765490_s5.jpg?f=xxs', 'price': '15 440', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vatnestroem-firm-tistedal-gunnared-beige__0794066_pe765492_s5.jpg?f=xxs', 'price': '15 440', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tustna-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '17 095', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tustna-gunnared-beige__0794066_pe765492_s5.jpg?f=xxs', 'price': '12 524', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tussoey-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '14 995', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tussoey-gunnared-beige__0794064_pe765490_s5.jpg?f=xxs', 'price': '11 440', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tustna-gunnared-beige__0794064_pe765490_s5.jpg?f=xxs', 'price': '11 824', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vatnestroem-medium-firm-tistedal-gunnared-beige__0794064_pe765490_s5.jpg?f=xxs', 'price': '15 440', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tustna-gunnared-beige__0794066_pe765492_s5.jpg?f=xxs', 'price': '11 824', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tustna-gunnared-beige__0794066_pe765492_s5.jpg?f=xxs', 'price': '11 824', 'springs': 'Pocket springs', 'firmness': 'Firm'}
